Gene_ID	Harringtonine_Control_rep1	Harringtonine_Control_rep2	Harringtonine_Control_rep3	Harringtonine_Treated_rep1	Harringtonine_Treated_rep2	Harringtonine_Treated_rep3
ENSG00000166446.15	2060	2936	2230	1976	1986	2167
ENSG00000166448.15	4	0	2	2	4	4
ENSG00000166450.13	587	727	548	460	518	530
ENSG00000166451.14	6761	6680	6675	5794	6498	6232
ENSG00000166452.12	289	238	306	304	314	325
ENSG00000166454.10	11250	11372	11486	9989	11248	10732
ENSG00000166455.14	5	10	4	2	17	13
ENSG00000166471.11	1531	1469	1537	1571	1555	1622
ENSG00000166473.18	50	46	50	39	49	41
ENSG00000166477.13	1318	1296	1266	1186	1383	1447
ENSG00000166478.10	605	610	626	555	681	701
ENSG00000166479.10	865	809	823	734	921	930
ENSG00000166482.12	0	0	1	0	0	0
ENSG00000166483.12	981	1136	1041	984	1075	1036
ENSG00000166484.20	59	92	70	88	64	96
ENSG00000166492.9	0	0	0	0	0	0
ENSG00000166501.14	0	0	0	0	0	0
ENSG00000166503.9	5877	5848	5708	5174	5616	5609
ENSG00000166507.19	60	66	43	82	65	67
ENSG00000166508.18	19972	17453	21165	21375	21794	21555
ENSG00000166509.12	8834	8824	8765	7496	8362	7736
ENSG00000166510.14	400	407	437	343	391	405
ENSG00000166523.8	0	0	0	0	0	0
ENSG00000166526.18	532	817	649	513	575	674
ENSG00000166527.8	0	0	0	0	0	0
ENSG00000166529.16	730	534	638	646	656	660
ENSG00000166530.8	0	0	0	0	0	0
ENSG00000166532.16	248	341	292	300	364	313
ENSG00000166535.20	0	3	1	0	0	0
ENSG00000166546.15	0	1	3	0	0	1
ENSG00000166548.17	188	194	162	160	164	201
ENSG00000166557.14	12289	10892	12763	12271	12320	12066
ENSG00000166558.11	0	0	0	0	0	0
ENSG00000166562.9	979	732	895	888	993	1000
ENSG00000166569.8	0	0	0	0	0	0
ENSG00000166573.6	0	0	0	1	0	0
ENSG00000166575.17	1531	1553	1510	1419	1548	1458
ENSG00000166578.10	11	24	14	20	26	10
ENSG00000166579.16	182	247	140	145	171	206
ENSG00000166582.11	161	183	210	178	210	210
ENSG00000166589.13	0	0	0	0	0	0
ENSG00000166592.12	0	0	0	0	0	0
ENSG00000166595.12	750	609	686	694	625	636
ENSG00000166596.15	0	2	0	0	0	1
ENSG00000166598.16	7424	9476	7817	6860	7720	7923
ENSG00000166603.5	0	0	0	0	0	0
ENSG00000166619.15	988	1093	1039	915	982	986
ENSG00000166634.7	0	0	0	0	0	0
ENSG00000166664.15	0	0	1	0	0	0
ENSG00000166669.14	414	351	433	325	374	334
ENSG00000166670.10	0	0	0	0	1	1
ENSG00000166676.17	3	3	1	3	4	4
ENSG00000166681.14	2249	1907	2112	2128	2233	2138
ENSG00000166682.13	0	0	0	0	2	0
ENSG00000166685.13	952	1181	981	1012	1041	986
ENSG00000166689.18	337	377	336	407	380	428
ENSG00000166693.7	0	0	0	0	0	0
ENSG00000166704.13	82	80	69	57	56	73
ENSG00000166707.12	1	0	0	1	2	1
ENSG00000166710.23	15994	14472	16418	14690	16160	15349
ENSG00000166716.10	508	835	470	549	532	592
ENSG00000166734.20	2500	4199	2930	2449	2694	2785
ENSG00000166736.12	0	0	0	0	0	0
ENSG00000166741.8	0	0	0	0	0	1
ENSG00000166743.10	0	0	0	2	1	1
ENSG00000166747.13	6419	8346	6717	6234	6826	7116
ENSG00000166750.10	245	331	292	228	294	247
ENSG00000166762.19	7	10	8	14	18	16
ENSG00000166763.9	0	0	0	0	0	0
ENSG00000166770.12	1	0	0	0	0	0
ENSG00000166780.11	11	19	10	23	9	18
ENSG00000166783.22	109	259	107	104	129	136
ENSG00000166787.4	0	0	0	0	0	0
ENSG00000166788.10	783	805	718	741	820	871
ENSG00000166793.13	0	0	0	0	0	0
ENSG00000166794.6	3914	3442	4123	4085	4017	3971
ENSG00000166796.12	6	3	5	2	3	0
ENSG00000166797.11	4769	4544	4852	4194	4780	4678
ENSG00000166800.11	0	0	0	0	0	0
ENSG00000166801.17	2290	2481	2390	2066	2274	2279
ENSG00000166803.14	3332	3683	3484	3270	3652	3633
ENSG00000166813.17	20	14	13	26	21	11
ENSG00000166816.15	70	74	108	79	71	106
ENSG00000166819.12	19	2	10	6	12	12
ENSG00000166821.9	500	586	482	475	558	531
ENSG00000166822.13	1576	1786	1591	1563	1566	1742
ENSG00000166823.6	61	42	41	74	64	48
ENSG00000166825.15	2	2	5	7	13	3
ENSG00000166828.3	11	13	10	13	8	13
ENSG00000166831.9	3	7	2	0	2	2
ENSG00000166833.23	46	108	63	34	37	47
ENSG00000166839.18	6	26	16	14	16	22
ENSG00000166840.14	0	0	0	0	0	0
ENSG00000166845.15	414	774	418	338	356	390
ENSG00000166847.10	7815	8619	7936	7371	8025	7825
ENSG00000166848.7	1362	1316	1366	1245	1310	1287
ENSG00000166851.15	243	501	294	310	273	342
ENSG00000166855.9	3034	2753	3013	2869	3091	2956
ENSG00000166856.3	0	0	5	0	0	0
ENSG00000166860.3	833	875	696	717	832	815
ENSG00000166862.7	0	0	0	0	0	0
ENSG00000166863.13	0	1	0	0	0	0
ENSG00000166866.13	0	0	4	0	1	2
ENSG00000166869.3	27	19	30	25	22	15
ENSG00000166881.10	4802	4897	4654	4557	4731	4946
ENSG00000166884.3	0	0	0	0	0	0
ENSG00000166886.13	1873	1525	2030	2019	1919	1919
ENSG00000166887.16	900	821	940	860	943	932
ENSG00000166888.12	1044	920	1121	1137	1131	1148
ENSG00000166889.14	1004	1262	1024	1021	1029	1144
ENSG00000166896.9	171	249	190	176	184	209
ENSG00000166897.16	114	125	121	152	136	132
ENSG00000166900.17	2641	2589	2836	2438	2729	2635
ENSG00000166902.5	1533	1320	1601	1458	1595	1555
ENSG00000166908.18	3573	3604	3730	3528	3833	3763
ENSG00000166912.17	252	261	219	226	272	245
ENSG00000166913.13	19692	20378	19432	18013	19784	19889
ENSG00000166917.11	0	0	0	0	0	0
ENSG00000166920.13	5	6	10	6	4	5
ENSG00000166922.9	0	0	2	0	0	1
ENSG00000166923.12	0	0	0	0	0	0
ENSG00000166924.9	3	4	3	3	6	10
ENSG00000166925.9	661	627	742	681	690	686
ENSG00000166926.9	0	0	0	0	0	0
ENSG00000166927.13	0	0	0	0	0	0
ENSG00000166928.11	0	0	0	0	0	0
ENSG00000166930.7	0	0	0	0	0	0
ENSG00000166938.13	3391	3234	3577	3164	3582	3324
ENSG00000166946.14	1637	1605	1634	1542	1651	1603
ENSG00000166947.15	0	0	0	0	0	0
ENSG00000166948.10	0	0	0	0	0	0
ENSG00000166949.17	698	944	817	770	765	808
ENSG00000166959.8	0	0	0	0	0	0
ENSG00000166960.17	0	0	0	0	0	0
ENSG00000166961.15	0	0	0	0	0	0
ENSG00000166963.13	10	23	16	12	17	6
ENSG00000166965.13	728	533	697	775	729	800
ENSG00000166971.17	2179	2146	2411	2036	2297	2218
ENSG00000166974.13	19	23	8	4	10	15
ENSG00000166979.13	48	54	21	43	39	36
ENSG00000166984.14	0	0	0	0	0	0
ENSG00000166986.15	1603	2123	1783	1804	1682	1784
ENSG00000166987.15	73	135	72	90	69	79
ENSG00000166997.8	327	301	269	364	365	361
ENSG00000167004.14	3057	2824	3012	2990	3064	3120
ENSG00000167005.14	2889	2996	3139	2671	2911	2984
ENSG00000167011.9	0	0	3	0	0	2
ENSG00000167014.11	0	0	0	0	0	0
ENSG00000167034.10	37	49	49	44	24	34
ENSG00000167037.19	18	22	25	21	40	29
ENSG00000167046.4	2	4	1	1	6	3
ENSG00000167065.14	84	93	89	95	91	93
ENSG00000167074.15	272	239	277	290	293	308
ENSG00000167077.13	0	1	0	0	1	0
ENSG00000167080.9	9	15	47	22	24	24
ENSG00000167081.18	1135	1173	1183	1037	1038	1134
ENSG00000167083.7	0	2	0	0	0	1
ENSG00000167085.14	10989	9614	11519	11501	11630	11683
ENSG00000167088.11	837	928	826	820	901	898
ENSG00000167094.16	0	0	0	2	0	0
ENSG00000167098.12	0	0	0	0	0	0
ENSG00000167100.15	5	3	7	12	12	12
ENSG00000167103.12	45	45	70	55	50	64
ENSG00000167104.11	0	0	0	0	0	0
ENSG00000167105.8	3	1	0	0	1	0
ENSG00000167106.12	2225	2526	2416	2571	2347	2537
ENSG00000167107.13	137	110	181	181	185	160
ENSG00000167110.19	119	267	192	195	167	177
ENSG00000167112.10	1926	1839	1981	1899	2040	1968
ENSG00000167113.11	1344	1069	1230	1442	1396	1441
ENSG00000167114.13	1387	1268	1411	1501	1432	1324
ENSG00000167117.10	3	0	1	1	6	0
ENSG00000167118.11	2147	1743	2065	2097	2242	2101
ENSG00000167123.20	2032	2091	2150	2351	2075	2185
ENSG00000167130.18	705	736	824	765	770	748
ENSG00000167131.17	4	2	3	3	8	7
ENSG00000167136.7	1105	932	1231	1462	1158	1181
ENSG00000167139.9	0	0	0	0	0	0
ENSG00000167157.11	24	34	37	40	41	34
ENSG00000167165.19	577	659	646	545	548	534
ENSG00000167173.19	237	324	312	240	225	249
ENSG00000167178.17	1	2	1	0	0	1
ENSG00000167182.16	22	33	35	20	11	10
ENSG00000167183.3	2716	2292	2844	2605	2710	2800
ENSG00000167186.11	488	455	543	539	591	552
ENSG00000167191.12	10	15	10	14	12	13
ENSG00000167193.8	509	524	629	597	593	618
ENSG00000167194.8	0	0	0	0	0	0
ENSG00000167195.8	0	0	0	0	2	0
ENSG00000167196.14	4656	4578	4645	4587	4841	4931
ENSG00000167202.12	600	727	617	662	688	654
ENSG00000167207.15	15	16	24	13	19	27
ENSG00000167208.16	0	0	0	0	0	0
ENSG00000167210.17	0	0	0	0	0	0
ENSG00000167216.19	127	104	115	116	167	120
ENSG00000167220.12	35	100	90	29	64	45
ENSG00000167232.14	877	1106	874	676	898	847
ENSG00000167244.22	0	1	1	1	1	0
ENSG00000167257.11	30	61	60	42	32	43
ENSG00000167258.15	1510	2187	1608	1378	1377	1551
ENSG00000167261.14	0	2	0	0	0	0
ENSG00000167264.18	158	263	159	160	193	247
ENSG00000167272.11	2902	2494	2759	2453	2781	2609
ENSG00000167280.17	63	41	67	57	53	75
ENSG00000167281.20	0	1	0	1	0	0
ENSG00000167283.9	9813	8307	9706	8916	9749	9595
ENSG00000167286.11	0	1	0	0	0	0
ENSG00000167291.16	453	502	450	462	432	439
ENSG00000167302.11	181	138	224	236	232	218
ENSG00000167306.21	781	1335	995	860	846	942
ENSG00000167311.14	1	0	0	0	2	0
ENSG00000167315.18	2305	2409	2370	2096	2303	2174
ENSG00000167323.13	664	706	800	660	697	659
ENSG00000167325.15	3860	3992	3933	3510	3981	3940
ENSG00000167332.9	0	0	0	0	0	0
ENSG00000167333.13	24	20	25	37	39	43
ENSG00000167346.9	0	0	0	0	0	0
ENSG00000167355.8	0	0	0	0	0	0
ENSG00000167359.8	0	0	0	0	0	0
ENSG00000167360.6	0	0	0	0	0	0
ENSG00000167363.14	6	2	2	1	2	1
ENSG00000167371.21	2	10	6	13	6	20
ENSG00000167377.19	24	33	21	37	35	26
ENSG00000167378.10	1264	1335	1268	1387	1252	1379
ENSG00000167380.17	150	158	134	145	204	192
ENSG00000167384.11	525	606	494	420	550	501
ENSG00000167390.8	0	0	0	0	0	0
ENSG00000167393.18	0	0	0	0	0	0
ENSG00000167393.18_PAR_Y	0	0	0	0	0	0
ENSG00000167394.13	537	478	630	639	553	599
ENSG00000167395.10	665	575	534	609	582	594
ENSG00000167397.15	805	669	781	749	768	756
ENSG00000167414.5	0	0	0	0	3	1
ENSG00000167419.11	0	0	3	0	1	1
ENSG00000167434.10	185	224	186	251	210	208
ENSG00000167447.13	6252	5907	6211	5530	6065	5944
ENSG00000167459.17	0	0	0	0	0	0
ENSG00000167460.17	7950	9025	7997	7772	8543	8570
ENSG00000167461.12	3466	3263	3605	3378	3662	3592
ENSG00000167468.19	9085	8261	9540	9457	8725	8943
ENSG00000167470.14	644	763	690	808	649	731
ENSG00000167476.10	113	86	81	103	78	81
ENSG00000167483.19	0	0	2	1	0	4
ENSG00000167487.12	321	275	384	374	277	331
ENSG00000167491.18	975	1272	1038	1171	1045	1136
ENSG00000167494.10	0	0	0	0	0	0
ENSG00000167508.12	3638	3097	3939	4230	3829	4106
ENSG00000167513.9	2562	2571	2682	2729	2498	2527
ENSG00000167515.11	622	691	591	680	691	693
ENSG00000167522.17	642	986	730	699	701	746
ENSG00000167523.15	126	114	128	145	139	133
ENSG00000167524.17	107	101	91	110	118	97
ENSG00000167525.15	16	10	10	23	18	15
ENSG00000167526.14	35358	32489	36844	37699	35399	36052
ENSG00000167528.13	261	398	326	299	280	374
ENSG00000167531.6	0	0	0	0	0	0
ENSG00000167535.8	987	896	945	955	1058	1012
ENSG00000167536.14	338	371	375	348	340	361
ENSG00000167543.16	775	680	872	938	817	743
ENSG00000167548.18	670	1120	758	817	758	872
ENSG00000167549.19	2	4	3	1	4	2
ENSG00000167550.11	21	46	33	34	47	26
ENSG00000167552.15	2962	2520	2971	2876	3200	2905
ENSG00000167553.17	22706	21824	23304	21270	22047	21921
ENSG00000167554.15	22	23	14	33	12	22
ENSG00000167555.14	0	0	0	1	0	0
ENSG00000167562.14	34	45	33	37	81	46
ENSG00000167565.13	2923	2687	3071	2799	2736	2796
ENSG00000167566.17	93	121	160	173	123	138
ENSG00000167578.18	11	5	5	5	12	14
ENSG00000167580.8	1	0	0	0	0	0
ENSG00000167588.13	9	9	11	14	12	8
ENSG00000167595.16	200	183	182	183	145	176
ENSG00000167600.14	3	0	4	6	5	17
ENSG00000167601.12	2	3	1	0	1	5
ENSG00000167604.15	54	58	60	46	73	53
ENSG00000167608.12	264	248	273	287	289	269
ENSG00000167612.13	0	0	0	1	0	1
ENSG00000167613.16	0	0	0	0	0	0
ENSG00000167614.14	7	4	4	6	5	4
ENSG00000167615.17	80	74	51	79	73	109
ENSG00000167617.3	36	31	46	37	44	49
ENSG00000167618.10	0	0	0	0	0	0
ENSG00000167619.13	2	0	2	3	2	1
ENSG00000167625.11	668	565	682	648	609	618
ENSG00000167632.18	200	249	200	205	180	224
ENSG00000167633.18	0	0	0	0	0	0
ENSG00000167634.12	0	0	0	0	0	0
ENSG00000167635.12	1605	2459	1816	1527	1726	1940
ENSG00000167637.18	115	178	100	128	126	132
ENSG00000167641.11	0	0	0	0	0	0
ENSG00000167642.13	16309	14215	16946	17051	16716	16299
ENSG00000167644.12	1433	1126	1394	1642	1452	1430
ENSG00000167645.17	593	559	611	747	653	691
ENSG00000167646.14	87	123	110	119	120	77
ENSG00000167653.5	48	38	56	64	54	44
ENSG00000167654.18	0	0	0	0	0	0
ENSG00000167656.5	6	12	11	10	16	17
ENSG00000167657.14	583	364	565	572	577	572
ENSG00000167658.16	30032	24689	32169	33479	32271	32514
ENSG00000167664.9	0	0	0	0	0	0
ENSG00000167670.16	299	306	337	368	398	375
ENSG00000167671.12	752	589	773	843	800	793
ENSG00000167674.15	144	146	160	170	189	180
ENSG00000167676.5	13	1	1	5	9	2
ENSG00000167680.17	107	78	91	119	76	113
ENSG00000167685.15	817	661	909	947	957	869
ENSG00000167693.17	73	87	105	94	106	88
ENSG00000167695.15	866	788	854	853	809	772
ENSG00000167699.14	1448	1591	1540	1391	1417	1488
ENSG00000167700.9	608	552	653	724	613	675
ENSG00000167701.14	2	7	2	6	0	0
ENSG00000167702.13	278	248	299	553	422	448
ENSG00000167703.15	490	448	543	507	471	470
ENSG00000167705.12	62	89	88	69	58	83
ENSG00000167711.14	0	0	1	0	0	0
ENSG00000167716.19	163	162	172	225	177	171
ENSG00000167720.13	975	1099	988	916	963	1073
ENSG00000167721.11	959	1773	1073	1050	1001	1037
ENSG00000167723.15	15	27	14	32	24	24
ENSG00000167733.14	30	31	40	52	43	39
ENSG00000167740.10	446	358	437	479	480	427
ENSG00000167741.11	265	274	284	344	276	270
ENSG00000167747.17	2542	2309	2579	2489	2566	2496
ENSG00000167748.11	0	0	0	1	0	0
ENSG00000167749.12	0	0	0	0	0	0
ENSG00000167751.13	0	0	0	0	1	0
ENSG00000167754.13	0	0	0	0	0	2
ENSG00000167755.15	1	0	0	2	1	1
ENSG00000167757.14	0	0	0	0	0	0
ENSG00000167759.13	0	0	0	0	0	0
ENSG00000167766.21	801	811	798	818	844	883
ENSG00000167767.14	3688	4057	4015	4055	3921	3797
ENSG00000167768.4	0	0	0	0	0	0
ENSG00000167769.5	0	0	0	3	0	0
ENSG00000167770.13	4369	3861	4509	4307	4342	4301
ENSG00000167771.6	19	23	37	22	40	21
ENSG00000167772.12	17	23	26	11	13	17
ENSG00000167774.2	5	2	1	1	7	0
ENSG00000167775.11	1423	1256	1559	1587	1382	1424
ENSG00000167778.9	539	521	582	562	555	545
ENSG00000167779.9	32	25	27	28	26	22
ENSG00000167780.12	1	5	0	5	5	9
ENSG00000167785.9	461	425	433	483	460	440
ENSG00000167791.14	0	0	0	0	0	0
ENSG00000167792.13	1006	884	1183	1324	1197	1309
ENSG00000167797.8	650	665	774	776	745	694
ENSG00000167798.20	0	0	0	0	0	0
ENSG00000167799.10	333	302	335	441	368	365
ENSG00000167800.10	0	2	0	0	0	0
ENSG00000167807.15	6	4	8	8	14	16
ENSG00000167815.12	14834	13200	15424	15893	15099	15810
ENSG00000167822.3	0	0	0	0	0	0
ENSG00000167825.3	0	0	0	0	0	0
ENSG00000167840.14	142	176	130	139	109	154
ENSG00000167842.16	2183	2184	2236	1988	2074	2158
ENSG00000167850.4	0	0	0	0	0	0
ENSG00000167851.15	0	0	0	0	0	0
ENSG00000167858.13	0	0	0	0	0	0
ENSG00000167861.16	2070	1969	2299	2382	2227	2161
ENSG00000167862.10	1241	1129	1236	1203	1353	1293
ENSG00000167863.12	1254	1307	1284	1322	1344	1378
ENSG00000167874.7	0	0	0	0	0	0
ENSG00000167880.8	252	209	267	323	316	356
ENSG00000167881.15	660	1546	893	809	699	807
ENSG00000167889.13	17	15	34	38	26	18
ENSG00000167895.16	26	32	38	24	19	36
ENSG00000167900.12	2296	1978	2476	2801	2473	2625
ENSG00000167904.16	1186	1105	1253	1049	1323	1188
ENSG00000167910.4	0	0	0	0	0	0
ENSG00000167912.8	1	0	0	0	0	0
ENSG00000167914.12	0	0	0	0	0	0
ENSG00000167916.5	1	1	3	1	2	1
ENSG00000167920.12	346	381	338	325	343	306
ENSG00000167925.16	17	21	22	24	23	16
ENSG00000167930.17	1332	1327	1400	1417	1466	1444
ENSG00000167941.3	0	0	0	0	0	0
ENSG00000167962.15	1648	1502	1916	2028	1778	1838
ENSG00000167964.13	212	170	229	289	278	274
ENSG00000167965.18	217	253	216	270	206	231
ENSG00000167967.16	1143	942	1145	1332	1295	1197
ENSG00000167968.13	45	28	41	40	32	45
ENSG00000167969.13	1194	1039	1370	1327	1191	1234
ENSG00000167971.16	93	98	91	125	112	130
ENSG00000167972.14	2699	2505	2659	2730	2567	2657
ENSG00000167977.9	468	493	537	523	531	531
ENSG00000167978.18	742	2916	991	1101	903	1217
ENSG00000167981.7	168	193	196	188	201	181
ENSG00000167984.18	6	3	0	2	3	1
ENSG00000167985.7	331	349	367	298	309	325
ENSG00000167986.15	16167	15192	16603	15925	16333	16367
ENSG00000167987.11	971	915	1009	1089	1028	1094
ENSG00000167992.14	6	3	3	8	2	6
ENSG00000167994.13	170	160	206	179	176	186
ENSG00000167995.17	189	664	269	423	343	300
ENSG00000167996.16	8588	17379	9035	8554	7934	9143
ENSG00000168000.16	353	266	289	321	355	349
ENSG00000168002.12	2285	2283	2299	2324	2422	2375
ENSG00000168003.19	20665	18768	21515	21607	21816	21989
ENSG00000168004.10	0	0	0	0	0	0
ENSG00000168005.9	874	698	903	941	1001	967
ENSG00000168010.11	77	70	98	152	188	155
ENSG00000168014.18	257	502	274	333	272	282
ENSG00000168016.15	14	28	17	21	23	17
ENSG00000168026.19	16	38	27	23	23	29
ENSG00000168028.15	76732	68215	76846	70365	74078	71505
ENSG00000168032.10	15	14	16	16	21	18
ENSG00000168036.18	6740	8966	7012	6712	7449	7491
ENSG00000168038.11	137	135	111	130	97	115
ENSG00000168040.5	2303	1930	2285	2196	2200	2220
ENSG00000168056.18	652	607	709	719	722	681
ENSG00000168060.16	0	0	0	0	0	1
ENSG00000168061.17	1045	906	1140	1248	1163	1088
ENSG00000168062.10	1	3	2	3	4	4
ENSG00000168065.16	0	0	0	0	0	2
ENSG00000168066.21	638	997	659	783	649	782
ENSG00000168067.12	389	373	423	470	463	410
ENSG00000168070.12	0	0	0	0	0	0
ENSG00000168071.22	40	43	58	38	50	38
ENSG00000168077.14	472	567	562	503	475	492
ENSG00000168078.10	2597	2676	2665	2312	2646	2711
ENSG00000168079.17	10	3	4	9	6	7
ENSG00000168081.9	0	0	1	0	1	0
ENSG00000168090.10	376	1031	465	455	381	522
ENSG00000168092.14	5122	5239	5336	4781	5467	5156
ENSG00000168096.15	421	333	440	532	486	499
ENSG00000168101.15	1130	1102	1146	1338	1245	1153
ENSG00000168116.14	592	568	505	487	575	464
ENSG00000168118.12	2605	2379	2550	2419	2505	2413
ENSG00000168122.4	0	0	0	0	0	0
ENSG00000168124.2	0	0	1	0	0	0
ENSG00000168126.3	0	0	0	0	0	0
ENSG00000168129.8	0	0	0	0	0	0
ENSG00000168131.4	0	0	0	0	0	0
ENSG00000168135.4	2	3	0	2	1	6
ENSG00000168137.20	1821	2963	1970	2000	1998	2346
ENSG00000168140.5	20	36	37	42	37	43
ENSG00000168143.9	1590	1905	1617	1577	1612	1682
ENSG00000168148.4	0	0	0	0	2	1
ENSG00000168152.13	418	490	476	358	401	410
ENSG00000168158.4	0	0	0	2	0	0
ENSG00000168159.15	4244	3613	4138	4293	4195	4205
ENSG00000168172.9	439	799	543	485	501	598
ENSG00000168175.15	6019	7825	6429	6102	6044	6196
ENSG00000168209.6	518	351	499	562	513	570
ENSG00000168214.22	1331	2319	1513	1388	1528	1530
ENSG00000168216.13	907	939	921	799	949	919
ENSG00000168228.16	434	358	474	386	464	402
ENSG00000168229.4	0	0	0	0	0	0
ENSG00000168234.13	1423	1342	1376	1293	1298	1271
ENSG00000168237.18	59	54	57	78	64	70
ENSG00000168243.11	63	51	51	64	53	46
ENSG00000168246.6	1646	2306	1687	1513	1645	1629
ENSG00000168255.20	80	86	65	68	103	98
ENSG00000168256.18	316	247	343	333	291	309
ENSG00000168259.17	173	310	172	149	152	195
ENSG00000168263.9	2	0	0	0	0	0
ENSG00000168264.11	2379	2435	2397	2312	2276	2327
ENSG00000168267.7	0	0	0	0	0	0
ENSG00000168268.11	540	647	575	646	605	651
ENSG00000168269.10	0	3	0	1	0	0
ENSG00000168273.8	313	244	287	315	287	329
ENSG00000168275.16	1046	1093	1232	1107	1152	1059
ENSG00000168280.18	69	206	106	106	113	130
ENSG00000168282.6	4727	4357	4668	4223	4527	4463
ENSG00000168283.14	4049	4131	4024	3501	3888	3921
ENSG00000168286.3	3119	3011	3439	3248	3283	3178
ENSG00000168288.13	13634	13110	14111	12653	13806	13188
ENSG00000168291.13	1117	895	987	995	1034	1103
ENSG00000168297.16	148	141	142	138	162	156
ENSG00000168298.7	8627	8305	8852	9755	8394	9407
ENSG00000168300.14	863	792	813	808	821	813
ENSG00000168301.13	330	326	283	288	302	264
ENSG00000168303.9	515	543	508	423	504	555
ENSG00000168306.13	29	36	33	28	29	35
ENSG00000168309.18	0	0	0	0	0	0
ENSG00000168310.12	582	515	608	555	628	574
ENSG00000168314.19	0	0	0	0	0	0
ENSG00000168329.14	0	3	4	4	4	1
ENSG00000168333.14	0	0	0	0	0	0
ENSG00000168334.9	0	0	0	1	0	0
ENSG00000168348.4	0	0	0	0	0	0
ENSG00000168350.8	144	83	124	137	89	111
ENSG00000168356.13	3	0	0	4	0	0
ENSG00000168367.11	0	0	0	0	0	0
ENSG00000168374.11	6508	7101	6634	6117	6552	6290
ENSG00000168379.9	0	0	0	0	0	0
ENSG00000168384.11	0	0	0	0	0	0
ENSG00000168385.18	1749	3286	1930	1942	1918	2194
ENSG00000168386.19	11	10	17	13	21	20
ENSG00000168389.18	47	48	44	40	32	44
ENSG00000168393.13	990	834	1008	1080	1042	959
ENSG00000168394.13	974	1019	1094	1069	1113	1148
ENSG00000168395.16	506	362	458	475	457	510
ENSG00000168397.17	548	448	545	515	513	554
ENSG00000168398.7	136	133	135	128	119	135
ENSG00000168404.13	172	239	189	182	186	206
ENSG00000168405.18	0	6	1	3	9	4
ENSG00000168411.14	5112	5423	5170	4842	5205	5223
ENSG00000168412.7	0	0	0	0	0	0
ENSG00000168418.8	0	0	1	0	0	0
ENSG00000168421.14	9	12	32	3	6	16
ENSG00000168427.9	0	0	1	1	0	0
ENSG00000168434.13	403	485	367	326	387	448
ENSG00000168438.15	1392	1477	1443	1167	1417	1346
ENSG00000168439.17	1970	2437	2102	1888	2097	2138
ENSG00000168447.11	35	17	36	29	28	36
ENSG00000168452.21	0	0	0	0	0	0
ENSG00000168453.16	723	687	807	837	784	862
ENSG00000168454.13	0	0	0	0	0	0
ENSG00000168461.13	323	512	343	304	291	414
ENSG00000168468.12	0	0	0	0	0	0
ENSG00000168476.12	80	102	74	97	114	66
ENSG00000168477.19	4	2	3	10	9	4
ENSG00000168481.9	7	1	5	1	1	3
ENSG00000168484.13	0	0	0	0	0	0
ENSG00000168487.20	109	103	118	136	122	108
ENSG00000168488.19	255	631	327	318	319	339
ENSG00000168490.14	0	0	4	1	0	0
ENSG00000168491.10	79	71	46	52	32	34
ENSG00000168495.13	193	323	233	280	248	224
ENSG00000168496.4	2412	2639	2429	2489	2532	2590
ENSG00000168497.5	0	0	0	0	0	0
ENSG00000168502.18	132	150	136	144	146	134
ENSG00000168505.7	17	33	21	28	15	32
ENSG00000168509.20	0	0	0	0	0	0
ENSG00000168515.3	0	0	0	0	0	0
ENSG00000168517.11	125	87	94	96	92	118
ENSG00000168522.13	597	603	589	603	663	634
ENSG00000168528.12	251	173	225	222	177	201
ENSG00000168530.16	0	0	0	0	0	0
ENSG00000168538.16	1489	1692	1625	1542	1662	1519
ENSG00000168539.4	42	58	41	31	46	23
ENSG00000168542.16	10	6	17	6	20	13
ENSG00000168546.11	50	60	50	69	56	56
ENSG00000168556.7	169	176	138	152	138	177
ENSG00000168564.6	342	389	365	338	391	322
ENSG00000168566.13	1389	1450	1500	1443	1533	1532
ENSG00000168569.8	1479	1242	1454	1491	1524	1548
ENSG00000168575.10	360	469	377	383	393	433
ENSG00000168582.5	0	0	0	0	0	0
ENSG00000168589.15	46	50	47	44	46	45
ENSG00000168591.16	491	408	449	458	485	531
ENSG00000168594.15	0	0	0	1	1	0
ENSG00000168610.16	1114	1348	1143	1057	1066	1074
ENSG00000168612.5	606	766	519	603	626	594
ENSG00000168615.13	493	899	585	569	477	601
ENSG00000168619.16	0	0	0	0	1	0
ENSG00000168621.15	0	0	0	0	2	0
ENSG00000168630.3	0	0	0	0	0	0
ENSG00000168631.13	2	0	1	1	0	0
ENSG00000168634.5	0	0	0	0	0	0
ENSG00000168646.14	19	19	14	18	27	19
ENSG00000168653.11	3372	2888	3384	3067	3454	3510
ENSG00000168658.19	1	2	0	0	1	1
ENSG00000168661.15	274	222	289	215	208	272
ENSG00000168671.10	85	48	65	62	44	51
ENSG00000168672.4	9381	10732	9656	8710	9170	9092
ENSG00000168675.19	788	881	822	815	787	843
ENSG00000168676.11	0	0	0	0	0	2
ENSG00000168679.18	81	77	50	65	68	54
ENSG00000168685.15	0	0	0	0	0	0
ENSG00000168701.19	633	621	700	630	640	559
ENSG00000168702.18	215	274	200	177	221	234
ENSG00000168703.5	0	0	0	0	0	0
ENSG00000168710.18	1069	2507	1352	1151	1187	1330
ENSG00000168724.18	2199	2279	2240	1959	2173	2080
ENSG00000168734.14	14	18	18	9	17	18
ENSG00000168743.13	516	733	594	525	570	693
