Gene_ID	MetStarve6h_Control_rep1	MetStarve6h_Control_rep2	MetStarve6h_Control_rep3	MetStarve6h_Starvation_rep1	MetStarve6h_Starvation_rep2	MetStarve6h_Starvation_rep3
ENSG00000146856.14	20	13	16	18	20	22
ENSG00000146857.5	0	0	0	0	0	0
ENSG00000146858.8	0	2	0	5	3	1
ENSG00000146859.6	42	25	35	35	31	39
ENSG00000146872.19	4554	5683	5735	6752	7372	5681
ENSG00000146904.9	523	552	465	436	471	379
ENSG00000146909.8	1192	484	509	453	463	1296
ENSG00000146910.14	0	0	0	0	0	0
ENSG00000146918.20	4320	2037	2015	1778	1775	4265
ENSG00000146926.11	0	0	0	0	0	0
ENSG00000146938.16	0	0	0	0	0	0
ENSG00000146950.13	603	373	406	576	614	803
ENSG00000146955.11	136	79	107	102	103	153
ENSG00000146963.18	1249	853	918	751	897	1368
ENSG00000146966.13	0	0	0	1	0	0
ENSG00000147003.7	14	9	10	24	26	37
ENSG00000147010.19	277	254	266	349	353	356
ENSG00000147027.4	3	3	2	2	2	1
ENSG00000147036.12	2	4	11	3	3	7
ENSG00000147041.12	2165	2685	2763	2029	2187	1830
ENSG00000147044.23	1262	595	537	550	565	1189
ENSG00000147050.17	1643	1383	1441	1596	1652	1911
ENSG00000147059.9	0	0	1	1	0	1
ENSG00000147065.18	1	2	3	5	5	7
ENSG00000147081.15	0	0	0	0	0	0
ENSG00000147082.18	5	4	2	8	5	17
ENSG00000147099.21	374	298	298	276	344	329
ENSG00000147100.11	266	233	234	242	223	231
ENSG00000147113.17	0	0	0	0	0	0
ENSG00000147117.8	19	13	20	33	21	27
ENSG00000147118.12	261	95	111	177	172	469
ENSG00000147119.4	68	79	101	133	128	94
ENSG00000147121.16	286	257	229	188	202	203
ENSG00000147123.12	2245	3089	2930	2834	2978	2050
ENSG00000147124.13	776	801	800	705	689	690
ENSG00000147127.8	0	1	0	0	0	0
ENSG00000147130.14	1466	977	892	552	551	829
ENSG00000147133.17	2040	1357	1432	1574	1784	2874
ENSG00000147138.3	0	0	0	0	0	0
ENSG00000147140.17	10433	6521	6629	4291	4164	7373
ENSG00000147144.13	427	274	255	346	376	573
ENSG00000147145.14	1	1	2	1	1	4
ENSG00000147155.11	1383	1408	1229	1013	1039	1017
ENSG00000147160.9	0	0	0	0	0	0
ENSG00000147162.15	8271	7381	7458	6602	7731	9964
ENSG00000147164.12	1046	755	745	610	647	961
ENSG00000147166.11	9	6	7	2	4	2
ENSG00000147168.14	0	0	0	0	2	0
ENSG00000147174.12	45	33	41	54	49	60
ENSG00000147180.17	290	232	227	433	497	498
ENSG00000147183.10	2	0	0	0	0	0
ENSG00000147202.19	860	701	690	660	741	760
ENSG00000147206.17	1	0	0	0	0	0
ENSG00000147223.6	0	0	0	0	0	0
ENSG00000147224.13	636	295	323	249	241	606
ENSG00000147231.14	0	0	1	0	1	2
ENSG00000147234.11	18	14	8	14	8	33
ENSG00000147246.10	15	15	17	13	28	16
ENSG00000147251.16	224	187	245	246	301	269
ENSG00000147255.19	361	267	252	222	245	288
ENSG00000147256.12	26	29	15	21	35	31
ENSG00000147257.16	2	0	1	5	0	0
ENSG00000147262.5	0	0	1	0	1	1
ENSG00000147274.14	8226	8727	8643	6341	6731	6675
ENSG00000147316.15	649	495	571	691	718	787
ENSG00000147324.11	1171	950	968	1066	1171	1320
ENSG00000147364.17	284	192	166	240	248	394
ENSG00000147378.11	0	0	0	0	0	0
ENSG00000147381.12	0	0	0	0	0	0
ENSG00000147383.11	605	188	211	144	146	465
ENSG00000147394.20	1328	1257	1313	1238	1460	1584
ENSG00000147400.10	1132	1542	1611	1451	1597	1098
ENSG00000147403.18	30795	36776	36710	38595	38810	31123
ENSG00000147408.16	110	41	41	75	73	217
ENSG00000147416.11	1252	964	906	1059	1031	1332
ENSG00000147419.19	894	1010	1185	1037	1072	935
ENSG00000147421.18	538	454	488	471	517	681
ENSG00000147432.7	0	0	0	0	0	0
ENSG00000147434.9	0	0	0	0	0	0
ENSG00000147437.10	23	26	19	10	26	15
ENSG00000147439.14	260	364	293	296	269	238
ENSG00000147443.13	0	0	1	0	0	0
ENSG00000147454.14	720	649	637	507	521	589
ENSG00000147457.14	751	418	437	484	475	801
ENSG00000147459.18	2393	1147	1084	1274	1194	2693
ENSG00000147465.12	0	1	3	0	0	0
ENSG00000147471.12	754	485	498	467	508	686
ENSG00000147475.17	1439	1155	1181	1241	1274	1400
ENSG00000147481.17	0	0	0	0	0	0
ENSG00000147485.13	3	1	2	1	1	2
ENSG00000147488.13	0	0	0	0	2	1
ENSG00000147509.14	17	20	20	66	50	48
ENSG00000147526.20	2870	2539	2386	2355	2691	3128
ENSG00000147533.19	589	262	239	286	271	656
ENSG00000147535.17	516	435	455	342	383	443
ENSG00000147536.12	386	395	316	239	287	306
ENSG00000147548.17	2677	2056	1992	2051	2024	2763
ENSG00000147570.10	0	0	0	0	0	0
ENSG00000147571.5	0	0	1	0	2	0
ENSG00000147573.17	0	0	0	3	0	0
ENSG00000147576.17	38	7	14	12	3	41
ENSG00000147586.10	379	471	436	375	393	266
ENSG00000147588.7	0	0	0	0	0	0
ENSG00000147592.9	406	577	521	633	689	512
ENSG00000147596.4	0	0	1	0	0	0
ENSG00000147601.15	684	500	523	477	554	780
ENSG00000147604.14	21385	30995	30037	28509	28987	20183
ENSG00000147606.9	2	8	6	7	8	6
ENSG00000147613.8	0	0	0	0	0	0
ENSG00000147614.4	0	0	0	0	2	1
ENSG00000147642.17	17	12	8	21	17	30
ENSG00000147647.13	0	0	0	0	1	0
ENSG00000147649.10	9881	8668	8935	8916	9106	11056
ENSG00000147650.12	268	318	247	514	593	573
ENSG00000147654.16	1030	1177	1237	1518	1565	1268
ENSG00000147655.12	0	0	0	0	0	0
ENSG00000147669.11	1911	2475	2411	2583	2602	1984
ENSG00000147676.14	14804	15377	15050	17987	18233	18096
ENSG00000147677.12	4400	3808	3925	3739	3660	4184
ENSG00000147679.12	1527	1634	1672	2499	2704	2514
ENSG00000147684.10	2174	1703	1759	1766	1759	2399
ENSG00000147687.19	1368	1633	1655	1867	2006	1632
ENSG00000147689.17	42	27	26	64	74	62
ENSG00000147697.9	2	1	1	1	0	0
ENSG00000147724.12	0	0	0	0	0	0
ENSG00000147753.9	0	0	0	0	0	0
ENSG00000147761.8	0	0	0	0	0	0
ENSG00000147789.16	959	843	830	1067	1127	1359
ENSG00000147799.12	719	612	593	565	664	740
ENSG00000147804.10	248	252	222	195	161	254
ENSG00000147813.16	708	898	901	839	904	783
ENSG00000147852.17	274	157	230	213	248	366
ENSG00000147853.17	2489	2242	2414	2185	2161	2430
ENSG00000147854.17	1156	897	953	808	910	1167
ENSG00000147862.18	1662	1091	1121	1204	1246	1881
ENSG00000147869.5	0	0	0	0	0	0
ENSG00000147872.10	96	111	102	71	64	75
ENSG00000147873.6	0	0	0	0	0	0
ENSG00000147874.11	1478	1280	1371	1490	1426	1762
ENSG00000147883.12	263	184	216	431	461	597
ENSG00000147885.4	0	0	0	0	0	0
ENSG00000147889.18	12	5	11	6	1	10
ENSG00000147894.17	54	64	49	86	69	79
ENSG00000147896.4	0	0	0	0	0	0
ENSG00000147905.18	434	309	385	338	401	420
ENSG00000147912.13	50	54	57	38	38	54
ENSG00000147955.18	543	953	862	795	863	473
ENSG00000147996.17	535	699	756	545	653	605
ENSG00000148019.14	2231	2380	2442	1854	2061	1863
ENSG00000148053.18	0	0	2	0	1	0
ENSG00000148057.16	79	110	112	145	143	64
ENSG00000148082.10	32	13	10	10	13	32
ENSG00000148090.12	108	79	84	100	118	112
ENSG00000148110.17	1486	429	490	441	446	1454
ENSG00000148120.18	520	571	601	678	753	687
ENSG00000148123.15	0	0	0	0	0	0
ENSG00000148136.5	0	0	0	0	0	0
ENSG00000148143.13	2181	779	807	944	929	2326
ENSG00000148153.14	2626	3036	2967	4734	4609	4004
ENSG00000148154.10	2486	2547	2607	1701	2033	2244
ENSG00000148156.8	0	0	0	0	0	0
ENSG00000148158.17	1554	1372	1441	1730	1648	1783
ENSG00000148175.13	1530	728	767	839	808	1794
ENSG00000148180.22	732	864	825	858	861	775
ENSG00000148187.18	1351	1489	1486	1493	1488	1421
ENSG00000148200.17	290	260	275	242	215	234
ENSG00000148204.12	1	0	0	3	1	4
ENSG00000148215.4	0	0	0	0	0	0
ENSG00000148218.16	933	664	664	675	684	972
ENSG00000148219.18	166	189	210	192	159	161
ENSG00000148225.16	191	58	45	45	62	180
ENSG00000148229.13	4757	6107	5858	6791	7554	5717
ENSG00000148248.14	5549	8031	7621	4991	5253	3497
ENSG00000148288.13	0	0	0	0	0	0
ENSG00000148290.10	652	675	665	805	845	680
ENSG00000148291.10	206	113	84	104	126	235
ENSG00000148296.7	678	697	623	767	858	784
ENSG00000148297.16	1739	2044	1884	1345	1505	1266
ENSG00000148300.12	235	235	223	260	273	293
ENSG00000148303.17	27193	40368	37884	39269	38825	25849
ENSG00000148308.18	2165	2270	2102	2302	2344	2052
ENSG00000148331.12	858	1248	1188	1606	1783	1038
ENSG00000148334.16	2095	2986	2894	3206	3337	2225
ENSG00000148335.15	529	965	815	771	893	464
ENSG00000148337.22	1306	451	495	481	386	1356
ENSG00000148339.13	914	1154	1076	1165	1179	996
ENSG00000148341.18	2718	3693	3605	3943	4469	3334
ENSG00000148343.19	990	1516	1386	1489	1549	1102
ENSG00000148344.11	100	115	106	68	91	81
ENSG00000148346.12	0	0	0	0	0	0
ENSG00000148356.15	667	566	591	305	318	447
ENSG00000148357.18	0	0	0	1	0	0
ENSG00000148358.20	2843	1935	1983	2092	2145	3011
ENSG00000148362.11	1038	1775	1637	1821	1897	1170
ENSG00000148377.6	4	2	3	1	3	3
ENSG00000148384.14	411	415	419	671	688	702
ENSG00000148386.10	0	0	0	0	0	0
ENSG00000148396.19	5781	1799	1836	1368	1467	4987
ENSG00000148399.13	916	874	869	658	771	878
ENSG00000148400.13	727	435	448	480	579	941
ENSG00000148408.14	5	7	7	5	8	10
ENSG00000148411.8	1402	1907	1691	1792	1968	1443
ENSG00000148426.13	417	484	523	1436	1577	1191
ENSG00000148429.15	1626	1595	1689	2491	2545	2529
ENSG00000148444.16	498	764	740	539	684	523
ENSG00000148450.13	625	1010	897	855	806	525
ENSG00000148459.16	804	880	811	812	915	810
ENSG00000148468.17	7	1	1	3	2	6
ENSG00000148481.14	595	608	558	863	938	988
ENSG00000148482.12	0	0	0	0	0	1
ENSG00000148483.9	13	5	3	19	16	24
ENSG00000148484.18	1181	1490	1396	1332	1311	979
ENSG00000148488.17	1668	1451	1533	1069	1154	1291
ENSG00000148498.17	2375	1934	1893	2146	2279	2669
ENSG00000148513.20	0	0	1	0	0	0
ENSG00000148516.23	14	12	8	12	18	27
ENSG00000148541.13	0	0	0	0	0	0
ENSG00000148572.16	719	938	806	1644	1701	1350
ENSG00000148584.15	1	0	0	0	0	0
ENSG00000148600.15	0	0	0	0	0	0
ENSG00000148602.6	0	0	1	3	0	0
ENSG00000148604.15	0	0	0	0	0	0
ENSG00000148606.15	1836	1574	1479	1444	1603	2009
ENSG00000148634.16	4668	4118	3999	3232	3616	4178
ENSG00000148655.15	4	2	2	4	4	9
ENSG00000148660.22	1469	1121	1091	833	828	1223
ENSG00000148671.14	723	909	820	899	921	641
ENSG00000148672.10	6131	5615	5574	6716	7006	7251
ENSG00000148677.7	3	11	10	25	25	22
ENSG00000148680.16	3	4	4	6	7	5
ENSG00000148688.14	1067	1270	1198	1041	1192	1032
ENSG00000148690.12	355	258	247	420	445	715
ENSG00000148700.15	763	721	703	573	649	537
ENSG00000148702.15	1	1	1	1	2	1
ENSG00000148704.13	1	0	1	0	0	3
ENSG00000148719.16	1181	814	786	893	945	1324
ENSG00000148730.7	9978	7076	7202	4775	4744	7036
ENSG00000148734.8	3	0	3	1	4	8
ENSG00000148735.16	238	86	87	80	90	174
ENSG00000148737.18	582	245	253	246	230	635
ENSG00000148773.14	14015	3567	3779	2424	2230	11334
ENSG00000148795.7	0	0	0	0	1	1
ENSG00000148798.11	2	0	0	1	0	0
ENSG00000148803.12	52	71	77	79	101	66
ENSG00000148814.18	171	189	157	252	259	211
ENSG00000148824.19	808	1122	1142	942	1103	787
ENSG00000148826.9	6	5	5	0	1	1
ENSG00000148832.16	63	70	71	55	74	68
ENSG00000148834.13	770	316	299	208	203	542
ENSG00000148835.12	679	538	554	487	520	582
ENSG00000148840.11	1472	1014	1041	1104	1324	1996
ENSG00000148841.17	144	116	98	362	396	438
ENSG00000148842.18	584	308	321	390	414	699
ENSG00000148843.15	2219	2148	1945	2261	2605	2951
ENSG00000148848.15	15	15	18	26	15	29
ENSG00000148908.15	534	852	829	848	846	550
ENSG00000148925.11	898	1138	1187	1089	1136	870
ENSG00000148926.10	465	424	520	296	360	321
ENSG00000148935.12	18	10	21	23	33	39
ENSG00000148942.15	68	60	74	135	121	123
ENSG00000148943.12	3211	1796	1894	1903	1900	3561
ENSG00000148948.8	0	0	0	0	0	0
ENSG00000148950.11	263	325	327	345	373	308
ENSG00000148965.10	0	0	0	0	0	0
ENSG00000148985.20	423	390	368	332	390	435
ENSG00000149016.16	339	586	573	936	1030	575
ENSG00000149021.7	0	0	0	0	0	0
ENSG00000149043.17	32	54	38	25	45	52
ENSG00000149050.10	0	0	0	0	0	0
ENSG00000149054.16	0	0	0	0	0	0
ENSG00000149084.13	1054	833	857	898	891	1028
ENSG00000149089.13	181	70	62	57	54	146
ENSG00000149090.13	4	1	0	2	1	7
ENSG00000149091.15	3088	3347	3393	3142	3193	2936
ENSG00000149100.13	3493	4166	3911	4389	4665	3886
ENSG00000149115.14	1368	2612	2445	2200	2780	1736
ENSG00000149124.11	0	0	0	0	0	0
ENSG00000149131.17	3	1	0	1	0	1
ENSG00000149133.1	0	0	0	0	0	0
ENSG00000149136.9	2050	1305	1326	1404	1276	2244
ENSG00000149150.9	33	24	53	122	147	97
ENSG00000149177.15	1579	998	1021	976	963	1438
ENSG00000149179.14	158	51	44	65	48	130
ENSG00000149182.15	2430	3973	3768	4176	4597	2591
ENSG00000149187.19	5749	3080	3110	2647	3052	5543
ENSG00000149196.17	1257	1686	1572	1466	1509	1166
ENSG00000149201.10	19	26	21	16	12	9
ENSG00000149212.12	1344	854	933	1062	1039	1473
ENSG00000149218.5	874	1031	956	830	814	713
ENSG00000149231.16	53	52	48	102	125	146
ENSG00000149243.17	156	245	229	218	218	134
ENSG00000149256.16	111	59	47	68	58	90
ENSG00000149257.16	3652	4185	4086	2784	2924	2494
ENSG00000149260.18	145	179	156	114	145	120
ENSG00000149262.19	870	921	805	910	927	953
ENSG00000149269.10	169	108	129	86	100	171
ENSG00000149273.15	11367	2808	2931	2971	2715	11457
ENSG00000149289.11	329	262	227	343	358	472
ENSG00000149292.17	109	132	115	133	120	118
ENSG00000149294.17	0	0	0	0	1	0
ENSG00000149295.14	1	0	2	1	1	3
ENSG00000149300.10	1	2	7	0	0	1
ENSG00000149305.8	0	0	0	0	0	0
ENSG00000149308.17	1221	1029	1097	1073	1246	1240
ENSG00000149311.20	3093	2334	2472	2234	2233	2939
ENSG00000149313.11	1313	1221	1148	1430	1577	1605
ENSG00000149328.15	342	324	343	282	288	321
ENSG00000149346.15	945	231	208	297	253	1252
ENSG00000149357.10	1874	2344	2198	2119	2093	1749
ENSG00000149380.12	3	2	2	2	3	1
ENSG00000149403.13	10	1	2	3	2	6
ENSG00000149418.11	3481	4701	4634	3710	3755	2782
ENSG00000149428.21	2897	2569	2592	2490	2637	2874
ENSG00000149435.12	0	1	0	0	0	0
ENSG00000149443.7	0	0	0	0	0	0
ENSG00000149451.19	0	0	0	0	0	1
ENSG00000149452.16	0	0	0	0	0	0
ENSG00000149474.15	488	843	790	939	970	564
ENSG00000149476.16	1640	2559	2448	3438	3267	2036
ENSG00000149480.7	4751	5628	5364	5402	5538	4343
ENSG00000149483.13	930	1176	1065	1329	1437	1338
ENSG00000149485.19	4753	5254	5089	3571	3715	3193
ENSG00000149488.14	0	0	2	0	1	4
ENSG00000149489.9	143	182	163	170	157	104
ENSG00000149499.12	1548	1666	1558	1582	1522	1435
ENSG00000149503.13	1455	1480	1484	1269	1437	1409
ENSG00000149506.12	0	0	0	0	0	0
ENSG00000149507.7	0	0	0	0	0	0
ENSG00000149516.14	0	0	0	0	0	0
ENSG00000149527.18	6	9	7	2	6	1
ENSG00000149531.15	98	59	68	81	86	102
ENSG00000149532.16	2684	1280	1232	1381	1483	3387
ENSG00000149534.9	0	0	0	0	0	0
ENSG00000149541.10	790	1294	1133	1214	1227	835
ENSG00000149547.15	3368	3245	3394	2915	2976	2920
ENSG00000149548.15	260	271	258	253	340	322
ENSG00000149554.14	1687	1950	1928	1690	1631	1463
ENSG00000149557.14	76	90	79	99	92	85
ENSG00000149564.12	43	33	31	57	42	40
ENSG00000149571.12	0	0	1	0	0	0
ENSG00000149573.9	1023	1127	1114	921	1037	1152
ENSG00000149575.9	0	0	1	0	0	0
ENSG00000149577.16	638	418	400	493	535	751
ENSG00000149582.16	73	98	119	74	87	78
ENSG00000149591.17	27	19	25	21	39	20
ENSG00000149596.7	13	22	21	16	18	15
ENSG00000149599.16	3	4	5	11	8	2
ENSG00000149600.12	269	154	146	144	161	271
ENSG00000149609.6	11	13	15	4	20	4
ENSG00000149633.12	0	0	0	4	0	2
ENSG00000149634.5	8	5	5	5	2	8
ENSG00000149635.3	0	0	0	0	0	0
ENSG00000149636.16	1423	2007	1755	1537	1682	1153
ENSG00000149639.15	4928	1509	1619	1041	1318	3998
ENSG00000149646.12	57	70	98	83	103	75
ENSG00000149651.4	0	0	0	0	0	0
ENSG00000149654.11	0	0	0	0	1	0
ENSG00000149656.9	0	0	2	3	0	4
ENSG00000149657.20	1802	1753	1726	1659	1970	1820
ENSG00000149658.18	3217	2898	2974	3584	3825	4624
ENSG00000149679.12	1029	855	892	255	313	373
ENSG00000149716.13	333	208	234	241	224	390
ENSG00000149735.7	2	1	0	2	0	0
ENSG00000149742.10	0	0	0	0	0	0
ENSG00000149743.14	649	823	868	861	916	678
ENSG00000149761.9	1185	1488	1442	1566	1564	1137
ENSG00000149781.14	26	17	14	9	9	9
ENSG00000149782.13	1106	1359	1218	1044	1153	945
ENSG00000149792.9	2564	4583	4078	2837	2980	1699
ENSG00000149798.5	19	25	29	38	31	20
ENSG00000149806.11	6269	8275	7859	7071	7003	5307
ENSG00000149809.17	3033	3819	3704	3134	3021	2385
ENSG00000149823.9	2801	3547	3400	3719	3723	2680
ENSG00000149922.12	87	76	68	115	116	136
ENSG00000149923.14	2533	3032	2840	2808	2933	2233
ENSG00000149925.22	1405	2365	2661	2502	2751	1249
ENSG00000149926.14	16	13	16	14	24	28
ENSG00000149927.18	156	193	191	139	177	134
ENSG00000149929.16	337	227	225	463	488	547
ENSG00000149930.18	2171	3326	3099	2673	3203	1997
ENSG00000149932.17	1135	1228	1173	1280	1335	1195
ENSG00000149948.14	1	0	0	2	2	2
ENSG00000149968.12	0	1	0	0	0	0
ENSG00000149970.16	0	0	0	0	0	0
ENSG00000149972.12	4	6	3	9	16	6
ENSG00000150045.12	0	0	0	0	0	0
ENSG00000150048.10	0	0	0	0	0	0
ENSG00000150051.14	10	17	23	34	12	23
ENSG00000150054.19	2219	2034	2003	2180	2315	2326
ENSG00000150093.20	5124	1800	1969	1802	1749	5405
ENSG00000150175.14	0	0	0	0	0	0
ENSG00000150201.15	1	0	0	0	0	0
ENSG00000150244.12	0	0	0	0	0	0
ENSG00000150261.5	0	0	0	0	0	0
ENSG00000150269.1	0	0	0	0	0	0
ENSG00000150275.20	0	0	0	0	2	0
ENSG00000150276.8	0	0	0	1	0	0
ENSG00000150281.7	90	47	48	55	62	71
ENSG00000150316.12	565	662	660	604	660	556
ENSG00000150337.14	1	0	0	0	0	2
ENSG00000150347.17	2724	1414	1517	1930	1999	3433
ENSG00000150361.12	1	1	0	0	0	0
ENSG00000150394.14	0	0	0	0	0	1
ENSG00000150401.15	442	277	268	274	284	587
ENSG00000150403.18	898	1060	1069	1222	1243	1079
ENSG00000150433.10	279	273	308	367	371	393
ENSG00000150455.15	356	199	177	160	154	289
ENSG00000150456.11	161	169	144	118	143	142
ENSG00000150457.9	1444	937	977	2012	2003	3016
ENSG00000150459.13	2348	2227	2131	1714	1753	2053
ENSG00000150471.17	0	0	0	0	0	0
ENSG00000150477.15	191	151	197	136	173	156
ENSG00000150510.17	35	21	25	9	19	19
ENSG00000150527.18	1443	1303	1294	1901	1945	2081
ENSG00000150540.14	286	402	415	441	448	298
ENSG00000150551.11	62	129	104	53	74	54
ENSG00000150556.17	332	307	322	325	281	258
ENSG00000150593.18	1557	783	821	536	605	1389
ENSG00000150594.7	1	2	4	2	1	0
ENSG00000150625.17	4	2	0	0	3	0
ENSG00000150627.16	225	233	235	403	488	482
ENSG00000150628.7	0	1	0	0	0	0
ENSG00000150630.4	81	72	63	114	99	98
ENSG00000150636.17	5	2	0	10	4	3
ENSG00000150637.9	2	4	7	3	6	4
ENSG00000150656.15	0	0	1	0	0	0
ENSG00000150667.8	17	19	21	26	41	21
ENSG00000150672.19	70	31	49	72	89	116
ENSG00000150676.13	57	94	102	64	98	54
ENSG00000150681.10	0	0	1	0	0	0
ENSG00000150687.12	3954	5130	4722	3165	3006	2192
ENSG00000150712.11	2438	1911	2076	2111	2223	2626
ENSG00000150722.11	53	50	47	57	96	72
ENSG00000150732.8	0	0	0	0	0	0
ENSG00000150750.9	0	0	0	0	0	0
ENSG00000150753.12	11055	6020	5987	5042	5150	9235
ENSG00000150756.14	719	458	503	482	448	644
ENSG00000150760.13	3856	4188	4290	4493	4721	3904
ENSG00000150764.14	166	133	120	222	185	210
ENSG00000150768.17	2088	2052	2101	1707	1835	1930
ENSG00000150773.12	21	28	20	24	22	34
ENSG00000150776.18	699	548	593	545	489	776
ENSG00000150779.12	706	1161	1094	1075	1078	632
ENSG00000150782.12	22	43	36	40	45	44
ENSG00000150783.10	0	0	0	1	1	1
ENSG00000150787.8	417	495	549	503	536	443
ENSG00000150867.14	2901	2155	2259	2628	2568	3267
ENSG00000150873.12	39	23	29	27	30	51
ENSG00000150893.11	17596	11893	11346	9594	10632	15092
ENSG00000150907.10	323	178	186	240	284	488
ENSG00000150938.10	497	432	421	536	548	700
ENSG00000150961.15	1379	1173	1141	834	926	1007
ENSG00000150967.19	809	911	898	728	785	738
ENSG00000150977.11	107	172	149	152	150	97
ENSG00000150990.9	1414	2289	2132	1923	2139	1265
ENSG00000150991.16	16961	19840	18667	25838	26217	20589
ENSG00000150995.21	626	406	384	402	426	602
ENSG00000151005.5	3	0	2	0	4	2
ENSG00000151006.8	45	54	60	41	39	36
ENSG00000151012.13	4446	4387	3937	18759	18711	17491
ENSG00000151014.6	574	511	494	880	934	873
ENSG00000151023.17	0	0	0	3	1	2
ENSG00000151025.11	72	54	57	74	69	124
ENSG00000151033.10	0	0	3	0	0	0
ENSG00000151062.15	1	1	2	8	8	17
ENSG00000151065.14	96	69	56	81	67	156
ENSG00000151067.23	6	0	3	2	0	5
ENSG00000151079.8	0	0	0	0	0	0
ENSG00000151090.20	557	454	472	654	594	654
ENSG00000151092.18	1232	1399	1349	1274	1380	1351
ENSG00000151093.8	306	313	364	520	595	531
ENSG00000151116.17	1274	1458	1375	1444	1581	1288
ENSG00000151117.9	66	65	40	25	31	36
ENSG00000151131.11	1491	1209	1226	1514	1565	2113
ENSG00000151135.10	1288	653	664	485	560	1275
ENSG00000151136.15	121	91	114	138	151	156
ENSG00000151148.14	1403	691	720	643	585	1283
ENSG00000151150.22	2608	2062	1973	3337	3458	3540
ENSG00000151151.6	1420	1496	1573	1736	1909	1964
ENSG00000151164.19	44	25	27	59	49	41
ENSG00000151176.8	907	611	581	538	616	840
ENSG00000151208.17	2036	1893	1932	1861	1898	1937
ENSG00000151224.13	5	5	5	9	5	3
ENSG00000151229.13	297	260	246	278	304	291
ENSG00000151233.11	1474	1024	1058	1025	1158	1787
ENSG00000151239.14	7313	8698	8652	7718	7978	6574
ENSG00000151240.17	658	254	260	241	278	685
ENSG00000151247.13	2311	3198	3261	2925	3029	2035
ENSG00000151276.24	821	325	354	447	406	1000
ENSG00000151287.17	232	234	239	201	227	181
ENSG00000151292.19	1917	2342	2352	2453	2570	2202
ENSG00000151303.11	7	2	2	6	3	4
ENSG00000151304.6	626	508	523	816	828	1050
ENSG00000151320.11	58	22	26	39	26	44
ENSG00000151322.20	39	33	30	40	44	63
ENSG00000151327.14	1835	1740	1812	1660	1582	1751
ENSG00000151332.20	733	738	698	698	814	766
ENSG00000151338.21	657	709	669	668	741	755
ENSG00000151348.16	1417	1671	1663	1519	1511	1331
ENSG00000151353.15	1902	2962	2810	3216	3184	2017
ENSG00000151360.10	0	0	0	0	0	0
ENSG00000151364.17	2	2	4	0	0	1
ENSG00000151365.2	0	1	1	0	1	0
ENSG00000151366.13	1250	1323	1344	1481	1526	1365
ENSG00000151376.18	13	11	6	15	17	6
ENSG00000151379.4	0	0	0	0	0	1
ENSG00000151388.11	0	1	0	1	1	0
ENSG00000151413.17	482	601	524	614	680	604
ENSG00000151414.15	4315	4505	4506	3884	3958	3750
ENSG00000151418.12	0	0	0	0	0	0
ENSG00000151422.14	867	635	568	603	608	726
ENSG00000151445.16	837	594	580	684	651	999
ENSG00000151458.12	4526	3088	3126	2773	2931	4652
ENSG00000151461.20	1593	774	817	774	884	1843
ENSG00000151465.14	2098	1538	1529	1423	1379	2034
ENSG00000151466.12	357	323	321	383	401	381
ENSG00000151468.11	6	23	9	10	6	4
ENSG00000151470.13	179	210	204	240	226	219
ENSG00000151474.23	447	188	201	219	211	505
ENSG00000151475.6	0	0	0	0	0	0
ENSG00000151490.15	0	2	1	0	3	0
ENSG00000151491.14	1566	1155	1151	1044	1061	1537
ENSG00000151498.12	562	475	453	397	419	485
ENSG00000151500.15	258	334	356	279	320	223
ENSG00000151502.11	1166	578	664	474	435	846
ENSG00000151503.14	2333	1979	1994	1434	1578	2091
ENSG00000151532.15	1276	1097	1107	909	974	1124
ENSG00000151552.12	441	156	199	206	169	420
ENSG00000151553.15	2667	2315	2396	2346	2501	3109
ENSG00000151572.18	1	0	0	2	0	1
ENSG00000151575.15	97	118	89	135	164	139
ENSG00000151576.10	1627	1261	1226	2022	1985	2262
ENSG00000151577.14	0	0	0	0	0	0
ENSG00000151611.17	50	23	9	34	33	103
ENSG00000151612.18	44	18	24	44	42	85
ENSG00000151615.3	0	0	0	0	0	0
ENSG00000151617.17	58	37	34	19	32	52
ENSG00000151623.15	3	5	1	3	10	5
ENSG00000151631.8	0	0	0	0	0	0
ENSG00000151632.18	213	217	237	347	387	241
ENSG00000151640.13	46	59	77	34	55	37
ENSG00000151650.8	0	0	0	0	0	0
ENSG00000151651.16	136	177	163	105	126	110
ENSG00000151655.19	75	49	37	49	25	63
ENSG00000151657.12	454	458	471	453	539	543
ENSG00000151665.13	630	590	591	683	735	818
ENSG00000151687.15	118	103	136	88	86	60
ENSG00000151689.13	42	33	39	53	50	36
ENSG00000151690.15	454	369	354	359	326	463
ENSG00000151692.15	74	98	109	60	77	99
ENSG00000151693.11	3422	2391	2460	1885	1986	2746
ENSG00000151694.15	2378	2859	2740	2856	3157	2748
ENSG00000151702.18	0	0	0	0	0	0
ENSG00000151704.16	2	0	0	0	0	0
ENSG00000151715.8	176	106	116	161	169	204
ENSG00000151718.16	1313	460	501	459	503	1571
ENSG00000151725.12	1819	1851	1913	1938	2043	1930
ENSG00000151726.16	1765	1732	1612	1314	1362	1335
ENSG00000151729.11	428	651	667	504	547	319
ENSG00000151743.11	119	104	110	104	114	98
ENSG00000151746.15	1106	655	666	634	704	986
ENSG00000151748.15	1258	886	889	1066	975	1699
ENSG00000151773.13	325	280	309	331	341	277
